password,score,label
2CuHmE7!d~Jj$-l_,84,strong
F9]NH{M`V82tm--\I`a,92,strong
2]a4yM:1Q{tF5Y,79,strong
ocXghlik.zC;mW_,74,strong
d$:M1>^>pi?S[,76,strong
ny(@GF5Gg>zt,74,strong
$%aR7tvxsO<l,74,strong
&*=&8[^4[KQ:s|?hu{,89,strong
Mo+bRnq^l&~a57mQx9S,92,strong
"vIz{,2[2xa0]R79N",84,strong
0-~N1qU;jfqalV)M]yt~,94,strong
;:H5&\n!;j=yrQ,79,strong
(@j*Bs38[+}At,76,strong
uVE(oriPRz~1b7?`Mb+7,94,strong
t1a\UYj#L8kt5,76,strong
10'[&]_iIGmM3*RS(;V,92,strong
"x=s~e,WGJ*H|P*vf",76,strong
rE~e*h^<DqXv,66,medium
]>vRTMwfQ:!KsUY1mH,89,strong
{^uJ%.Q94pqd:g=0,84,strong
<}iT{.*W$Y7.T~T1,84,strong
y~DDmfxjv}xg],68,medium
]k=8(d-Qy|6~3;6Be,86,strong
B-)38/ID>o@rO,76,strong
H'A6><lMeX-~\_,79,strong
e5=!j;<mpXh=[lWiX,86,strong
"M/pK|oz,e[/^r2",79,strong
uSkzk#V|0EIw#I^<|w,89,strong
"7w:>L%x;k,{;(NHe",84,strong
"Xy4TQ+T@C}l9z,l5opt",92,strong
U;x{[B-Q\S4!,74,strong
\[7~T/f:l[^)`h'/,84,strong
'mC;f3Tfcypz3,76,strong
PZE%(jGJmGv$u/h1,84,strong
L/%O^U0q\xK'>,76,strong
p.ndWwu?s_@p9^<F,84,strong
K(1?Wu]IL+oqG_^<$z,89,strong
ETXzb]!UvF;=33q33V[L,94,strong
"&[oSd6&|~;ae%<,HP&S",92,strong
8kY2moUnmES2q@=S6T,89,strong
"P~,_?gx)JX\8",74,strong
"m\DpC\j`?R@!,2%=M",86,strong
E$qbXji7k__lJmH5kse~,94,strong
tyoGX7(zL2jCRH,79,strong
bDQ'gh\v>uZk1.;_X=Xq,94,strong
l|:HF[H.ooI.,66,medium
*<&CJ:YozJYt,66,medium
6.9/1vz@_R`!2a,79,strong
')Ciq11Qm:Rs}Nh@\,86,strong
4jbq&v@2cF*lhuq&r,86,strong
z-%AC/A20yJu{.SE,84,strong
{Lhk{}Mng/T//B,71,strong
CRQ?6\%0#En$Zu?,82,strong
?]1+/vbl+OYZl{',82,strong
vnKCB~)7^hxmx]bqi,86,strong
jC!;G:_^qQ69Q/-:7,86,strong
qJ&mVWiEa?iFxrw(,76,strong
i@g8{9HrbWyH5A,79,strong
KaGbZK(PU!m>,66,medium
Myw~T87:S-C;,74,strong
"hy5Q,49H~uVn`/A",82,strong
jag_;@c9nO<}JwU,82,strong
"xZ|e'dk{v0Hk,6.i",84,strong
YtUseYeOH=+uKSou,76,strong
}5/1?f1l*L5:G=b5LyiQ,94,strong
$d7T3I?{8#cs*_c,82,strong
C_7vJJ{}>oF(Xe(`JhU,92,strong
PVyG12B+t$P^fh{.8XWN,94,strong
L|QCr{CxF[MRE+.,74,strong
;qS|pPSP(+WRO_,71,strong
*ve=\{^T$DIWK,68,medium
JkPp$gYgU?Ol?|F%}UV,84,strong
:*&@-{H*6kqh;aF`\g[:,94,strong
^*I|D\)_hOEex-qmbCQz,86,strong
"6=:/KO\JUOYx.,zt",84,strong
A-QmwFx:\*v2{mY0,84,strong
"o!?/O0oB15;gB=u<,",86,strong
4!Y9/<xSIky4:do4n,86,strong
wN.]B+]I^ru@}9QqJm}U,94,strong
DNr0Y(N2*eWl,74,strong
T^~yc|xj#;4f\#(,82,strong
&XYSG;.c^s7?,74,strong
"QDj;,N9`R_,YO",76,strong
!uuk`apn{=[],58,medium
='i0D(vv#C;S:w^6xS]S,94,strong
iZz@-[RwqXPD/,68,medium
5)akQi@S<X_<,74,strong
PCe@eNT@RJHb`xCyHQi,84,strong
6n[Wy\5*TM.&wDz,82,strong
CQc?Zi8Slq97+iV98|rS,94,strong
cf_Q?A;+k!'-Z,68,medium
;j*mX@be6MBtlO~Ge',89,strong
*Q^U![B'?;Q)P7.t9C8,92,strong
"oP.\y`#)u,?vG}rS1<x>",94,strong
"&B\n@H[9GDXAb<+,%",86,strong
w~PuWJnkFM3-sy)zb(],92,strong
|bnmnC~wc<M&)'M|;nZ,84,strong
`bRr!bZJ@h_@,66,medium
ZR%/\DkqiGrhK[XM,76,strong
3zQuv+Z}nt`mb_,79,strong
Ek?wKy1w_Bb3Jx%L&NLO,94,strong
zqe0D;i&DLT7s!j1,84,strong
"J*+6IOPn}mq@y/',t`7",92,strong
Gb\odeh=\ssB\0^V'a^j,94,strong
POA%6:5NKr%Xz4681c}i,94,strong
C_Fg'n3Zkg~*zd]EW$8Q,94,strong
F8`(PW4g;S}}*hb%K}N#,94,strong
~~l<]R}3?o}5-hO9eQKY,94,strong
!:UM4W+VE$$}J3B3#,78,strong
2h2;W!SPE/18;v0!`,86,strong
uv.%rHq7jf<h#~R;!tT#,94,strong
aWT{+f>UV6#9$2f,82,strong
:\6.r4ql)kEegQcL&3e8,94,strong
Q27DX('NNI()xG\6:Dc,92,strong
OT#6K!126`JT~QX7[zB,92,strong
9b~U&0aOTy+/`]),82,strong
"|Dv,.H{[TLpEn)W*]r",81,strong
.VzRnJsv[h*S'i7liCu#,94,strong
x.T@/70(h=fkt,76,strong
Hh]NYA=Xl4P+d,76,strong
"`}6G=dA,f64_rP",79,strong
<m&v[`SE0h^)p{*wS^qc,94,strong
I0dc6hYI1^*>,74,strong
{#@oqR;wkqgiS$y,74,strong
68*`z4ajpg~e<7B8a#<1,94,strong
"b]_JeIP,6mfdfJ",79,strong
9eSy/z1g?Tn<)O%(/t:x,94,strong
^v-JX;Kulqx}~BQp,76,strong
A9B/erlA@^U8,74,strong
;)!0$zMZK>-_h)|/yP,89,strong
?G2W`bn$z->AsT#_r,86,strong
"LyQ!L/S7:H@K#U!,mF.",92,strong
"9&ENgx*uR`-Dp4L,5S8#",94,strong
Xn/vxc<5G;fj}jYbh,86,strong
<7Ez:zq3RO*SEK1,82,strong
"gX)xX<s,t4D=",74,strong
%o4f%/-c:YJ*TB-,82,strong
xQoT^'H{x@.?pi1~2,86,strong
.i)B}Pd%ugcLjVb_>Xl,84,strong
QT\8kr#g~(@u91,79,strong
afLj62E<fG=^Kq%z@g]7,94,strong
1Eo_eVpj!lD*_8,79,strong
^e@(LnGV-3pSEsSFeW,89,strong
MxCM]hNnVK/X#x%z,76,strong
qU5j&+Ob!;8q(,76,strong
1]{`FaE0_].D<C0yD,86,strong
vgr@s|:7HxiNyX;M/Ku,92,strong
@LQWnsk(aillA,68,medium
S6=@g3OS=ULmwm50~+PM,94,strong
sKt2ykq+U(dCL85\I*i,92,strong
G3vv{pe]Q;neL1',82,strong
",yRvkk+iph8kk2V5*?",89,strong
Ym~vr8;~_Sl$#,76,strong
!g\/sZ48rsW+5/,79,strong
jx>+CU83>J;0Kcj6]|P,92,strong
*5z[oE\5#6;pXpQ2Kv|,92,strong
1a3Xm9B[^qo%W\=,82,strong
>6Bp]VApNb9>i,76,strong
Az#]N7;yCoU=\Gu[uCp,92,strong
q;;gX~iHq1z/9~S,82,strong
pZJX7CT%_q6\2Ykx|)so,94,strong
#0d8ntV)c]l49+L,82,strong
uy'G7&h;&B<zUy)_ODp,92,strong
!F*9}mK!WW~.YaFJKJ_v,94,strong
^@^_s*D'K9AsA|iE`&3K,94,strong
I@AvR(MXo+u_T~_?d`@,84,strong
E#:5=TP.hq]2Hq;3V/,89,strong
RU&y@bo+d7w<C]#,82,strong
`1:'&d]vGvoF$7t`,84,strong
WrYXu4BVz:D2M8,79,strong
JC'jh@G`Lk9C88l&,84,strong
"w5Pl,tDPYzs!]hh$",84,strong
0br'UnsYX&TeBObo4.Y,92,strong
TS@4~.&xS4[P(,76,strong
"I^MMxey-uG73B,S",82,strong
"Io&fV:O,3R%2m",76,strong
h/wh)=><E.oqGp`~+S,81,strong
aD6]m3yD]Oh<iG,79,strong
MeFUx~wWdeDu7sv,82,strong
*|&]b3b`8z!5a,68,medium
KrGLo`R=q#-|c<=F:,78,strong
jLUu\qQ^j]]Ukfr7nv,89,strong
4_9oU@$5lD\nG{,79,strong
THPEPGqmR*;c4,76,strong
&t=#4`U3DP\N9ji1h,86,strong
'/NKcx!'t|5@qTAHh,86,strong
"v9,cNza:wQYTV",76,strong
rPeAn8i&~5Zc2-$<=aO,92,strong
{@W-kr=jH:_'nc\d2,86,strong
E53/RJDMTYG*o,76,strong
)K'ohb9Ivq(SzF,79,strong
":,v2s_[u[I!iPZv9",84,strong
#eDVhH<E8:PhfB=QX,86,strong
<8q*`I/le@@?<J$c),86,strong
EgOEH]yRL;}<XJ,71,strong
V3~1r2!eQVy%Cr1DdpY,92,strong
yX\L=O:1GA2bb5a6:_,89,strong
qk7e;82:WwKQ],76,strong
paUoO/mmWNA@c+,71,strong
~Onj4/*d2[Vulc',82,strong
{W[q]v>i]!6'h0l@N:+L,94,strong
?oD>pcq.gd2x;83,82,strong
>sXnX;eEmLv-Ko1JEDh,92,strong
A]]>\yL`J&z^&xLp4f\,92,strong
fCrTM_LCN|_bT6A,82,strong
rtOx8hdtaa?hdK,79,strong
"jX.4~J]WjVAm,",76,strong
Ql*?i*WRl_mkW,68,medium
[yDJ.`\A__|lJ,68,medium
}@g?!+<hqRlVjHf)A=Z,84,strong
xZnVcHsMqS~tO&X0/9/o,94,strong
:ixTR55~^Ka%,74,strong
0#+mnW5;F>zd1H&+,84,strong
PEI<cx_7-;F;C|QWZ0VI,94,strong
[AF$:#1q0S?4HAdI0,86,strong
"H(x,Ha1RtC`B=60B`",86,strong
7&pR:~&E;xh8,74,strong
&I{-IOOg(NL9[,76,strong
mV$oUmaqx\]m$)j,74,strong
l;c.:U7;|^;ub<3Zj>I,92,strong
939iy/gF\;WOuZQ!,84,strong
"p>],iwH1j}\Mu~iQ",84,strong
+Y5TR5Aif(BPKz?bA,86,strong
A%Q10#u4HM1ST,76,strong
4xEs#b[yvXRsRpMU>,86,strong
&rP!NxSkOF'|Z'fU,76,strong
"F/TUll,Ow5I(|\Xs#R^*",94,strong
JaKC`{n*LGjY/Z,71,strong
%^)NH%NLA.36lo,79,strong
j6?_!)0sn$\r}6?',76,strong
4~s'5!_%NC>NU,76,strong
k7S3d#e<vccjj7OFXLn,92,strong
z0:e>[C~(OQ=h{S_Lck,92,strong
l|dp$GtOvLqE:73|hM#,92,strong
Q'?<pI)sWmSi\<.h/],81,strong
"xtbB/7Zz,cj*#FWc6",86,strong
?jEPffsnc|:BIZJy%?yD,86,strong
+(nKrWNmqSG-(/,71,strong
]%U*dxT/`0e~,74,strong
"5+Q0P11iz0,[K~DPuo-W",94,strong
"U,}QlQv_<9k{.",76,strong
^fdSjgiZDpK),66,medium
hf6tD9Cq~9Sk,74,strong
s/:\Wyo%!Mm]2,76,strong
lJ}cL|m[Dyk&&B-/y,78,strong
G^!I*g&&*i|JgBI22,86,strong
~*1h!C=r|LR0?,76,strong
JGFGvpY(1<Ks,74,strong
"Y/=%qi2]{fH,=#}Wl{J",92,strong
^C].{4xaKZ{W\Mf/&!N,92,strong
:dK2~L)bIo]uu)D,82,strong
a#(91N6s%^a.RlaJ}TUS,94,strong
GAZ@_C.3\A$!\*zEKm2,92,strong
An^@Tx[]mUT^gw^,74,strong
"d2,8a.&b6dEerOxwr",86,strong
"]FFb^][,'B!5CX",79,strong
C489D7!Z.eui8[qh2,86,strong
"DL!\jL4:q,9A:c|\u);",92,strong
A'1*w5u3|=-XQ@,79,strong
kaR0PV~a?}_w,74,strong
Pz#gW1Ncg\MPs,76,strong
"5Z2>,M9@yk{q69x|7N",89,strong
"BR{nY:,VajC#RN6x",84,strong
1RJbWBW)5G(B>,76,strong
4vGKoFcR>]7t,74,strong
?8}|rvAuz6nI{d~waab,92,strong
W?WtTkyB4'?@Uc+;Mi,89,strong
fRRWKH/%+x*%c{Ox^Sn),86,strong
~P6Spkr/1a_G\,76,strong
F^`KO~A1b%}?zP,79,strong
#9K|#[?MY>Ox$4QN,84,strong
!S+jCr?Q?wv>hYr4BBY,92,strong
IWTi(fcPDj('~uXI6x,89,strong
`?`WHEAl{Dg:8$Rmhs,89,strong
efPijb0Np`8<b-m,82,strong
XocF6D4`JPtSBn,79,strong
Q()h!Q#qMEMk)#HMA%,81,strong
"0.W]:'GIxIsL},",79,strong
U]p#BXh_+y8-d\lE2[O,92,strong
8_}e^.Y5?.X_pC`W*,86,strong
cfUcJVSKGeoU4+S),84,strong
Au&)z`fiWva9,74,strong
Z|&g@t92g@XLp,76,strong
"SK/*lIFeH,!)@zz#KTZW",86,strong
94dK[KN^R{|SQ|z!rR,89,strong
U=?5V0aak7]BYr!3@1,89,strong
wWE%R:=H8dEpSsb9{6,89,strong
._$^_e#E8osL[;`r,84,strong
Tfj(Ghg.A|}z_hP^8I,89,strong
"#=wP?S,eLKj5%1Z^0yu",92,strong
xH#]@4E%3F]g0$%/(,86,strong
]aOPIU4l2tsg,74,strong
w]X>`K`7#_W~WDs)E_Dv,94,strong
.yIte{\MC)nQg6Lq)g~>,94,strong
!U(Cpm;Hh8u5,74,strong
"L~#oY_l-,w(7Y,P_e8:",92,strong
8k/D2+0O}Cf^.24\5,86,strong
"@p`pAkAFjmPy65I=,NiJ",94,strong
OX'c3Uvwc2WP\MmP#m,89,strong
-r:-\qRv4vAp^f,79,strong
:D)q*j-rQ$2#)&,79,strong
A_lk$0vCQ?E^+w/t,84,strong
4NOb~TL@FG>VmE-{,84,strong
yD(%oS5/9:Yl,74,strong
{p8A<]&Xz[g$2-H*\s,89,strong
I{$@A-Ochz0Uq%,79,strong
rpgmV!/<4@cuT,76,strong
2qtE$%9&Yr7)R`.z+2p,92,strong
"ataJWwpe}qO,:P/L'",78,strong
|0>:_\~s=CpiuV=h1oW,92,strong
oNL8FT5iAf4g,66,medium
"`H.WoQBW+#J,",66,medium
[IuBPthEVINN-{,71,strong
^n%OXUd)}QfTv,68,medium
e%o$y6MGS+hk$?(,82,strong
_Zh-Wt1PWqdf6v,79,strong
'T^<cbKu7a!hS0,79,strong
".1_g8]c6fBz<xNy0,*5",92,strong
y5^lH67}l=x?^{%ymVz,92,strong
&p>?b^=7:mN/J_,79,strong
N_EIN^1rjD+}d\7,82,strong
/+V?zu&4SBI_VzEV&}R,92,strong
V#3k*h22WUz{+LLN:,86,strong
qtG.B\hT8StE*xg__Z,89,strong
PGtjHr&iXYB/t,68,medium
n1JRCM3Ka}v#,74,strong
"?Pf@K,1-21^+K)~8s",86,strong
!b_:{w`menSi(OY,74,strong
G>52gU($/8E8&cI,82,strong
",b@]!Mxa)'8UI",76,strong
d]'N#sHe]b^O\P@VBnp,84,strong
GuVN^7Z.jSfkLQ,79,strong
irq\/>5*E{$pp^7;(,86,strong
6+Ym\I--!d)MSPv.KUkF,94,strong
B3nlz!-!fzzJYsFY`E,89,strong
1$v(CSbeeXOQ,74,strong
9M9TBxt:)xE&fs{,82,strong
j7x>dHcxBcQ_5_;ZD,86,strong
Y$6|GcAr*giZNm<,82,strong
w8PuxYY$bE(kv)jrWC,89,strong
;et`0Yh318;OG5,79,strong
"12h7|<$$q_Pss)usD%?,",94,strong
<5`esjy4$*6zAw79,84,strong
jqBYN7}1d-R_nauU,84,strong
'EE8wND_|zr:7#!Fz.,89,strong
vCUUTl9%q^6}#hGR:,86,strong
aBo+@9q|b6-X[UG,82,strong
Wvlt|b/ZKXmPbw5,82,strong
v2U+dQ.zS-Gm,74,strong
u[pv%'Hl(Y](;Gr:F`y,84,strong
./<xZC2w^Z}t<N[NI8)L,94,strong
"2T#)u}\o,a_<x.%",82,strong
]B%^;ykL3T.%ea7G^,86,strong
"sk,0Q/cnzT\5d`zofK1j",94,strong
3bb6Z^<@&PJek5R,82,strong
[o[3m0h~D3t5}l.='+,89,strong
n$A<D*$Q8MS\u,76,strong
e[:B<`~T{F[_Asb,74,strong
7C'%3&l-'6:8Haa*:,86,strong
IF'yM'nQa@7AI5,79,strong
!%[o6_+/9B{hKlXQwC,89,strong
&icEm\evGt5z&dSSx,86,strong
#BF!f_EO]Kkv4lrT^QR&,94,strong
6gSm{i2>.Mv#R@$Ja8,89,strong
L[HQH;)1A>$|,66,medium
Oi/n{YWRE(QX=#,71,strong
Ki/}&|??@kC1xwvimb)|,94,strong
I{:\.kIm:L]jo,68,medium
1|c2=i)UAZ5&,74,strong
U1.DD0/kxk6@]i>I,84,strong
"tJ-ar!i03Kv6]#,2uM",89,strong
*c`p57'?+$~'W?,79,strong
"dvFwNx<VEFM,3uQ(",84,strong
x~)s+r&s1~!6I@y|Q6,89,strong
aWA-E$t6Tr1.+(}.I%~r,94,strong
}N&%]M+I6=(6cj1x+&1I,94,strong
_-.}#[n@<[L%q/b!G7n,92,strong
sD)\n_2[%wu0JU,79,strong
$p%8_@ns(sjJS~((L1),92,strong
=9T<D|B:I^lP<O,79,strong
"mc32'@fhH),]h&b#<K_",92,strong
wPv)RIy@N}lm<@lE\qo6,94,strong
"k0{<jd[.+w\Gu,zyS",86,strong
(\}A[|.gqC;1,74,strong
1j>j:Y3g~91C7!>nbs4,92,strong
b2wI9WHv:){R|sKk\f8`,94,strong
3=aTu<jt+(&s<;,79,strong
H8{Hp`fPnw*BJV&~d,86,strong
h|.2q7&GD<o(:1,79,strong
]ZDaKOL55+g}3u;~V@Xr,94,strong
a-z1'_n(bwECYp,79,strong
.2k1o%mS1f/VyS,79,strong
;zm!T2wrnYOfrr}-Gn,89,strong
l=y0#Y|-#]xVvxOem2OD,94,strong
vsvB5mOhGw*#NjtY~BD,92,strong
7'1mzw9/0h;q&Hu^,84,strong
"t\=c,o_hI~1$K/'*>",86,strong
<xTm(SfmN5Wv<N}V,84,strong
#-uUfCJ$>a2&RpR;,84,strong
%o+v4lsAgg[o),76,strong
".UB6>P{=E9RQ,",68,medium
<h&dT=BXMn$S?~.,74,strong
6N:%6LwK:'8dG,76,strong
9*.{\JD-qtI`f,76,strong
=|2$rY2hR03VW)Q,82,strong
"{lnngvy}$zpv-,Cm`",78,strong
zu3)<8\{X`/5Z59,82,strong
C9|haarYvnL}}+[ukC,89,strong
m]h>V{_}9JEW&TI>uD?^,94,strong
NV<kE.]in^GdE,68,medium
.ETwH}Wa.I9Hk4.#R}yw,94,strong
"I5fRU:kW.|~,)(X2{d\",92,strong
hC+./LF4dRCMx^.Nvv||,94,strong
GC;s6)?yCZ#H]MF=t(ea,94,strong
lC?!EiF[7|e&LP^^;r]x,94,strong
+T0:0?}oIA[E,74,strong
rALK>US6zA:a`4q_/j,89,strong
!b|:Wc!M2(Xgs,76,strong
$[dJ@uAu[MMG^o!;@d_3,94,strong
"G,1)U10NxMr^|<_C^U4|",94,strong
Balg}l+\>b9L&D,79,strong
fL>e+!nU']Qt,66,medium
uFo26M(n&A>-XvkrU=8;,94,strong
\G$JI:-.miM*t4H4K,86,strong
?.V/_}hm9k9gRI`/,84,strong
&6hdC\mESz@Af,76,strong
'~FVHL'-b-f#,66,medium
j6><9=m9BhCF,74,strong
>HVJTiMN%OLNc|\dH,78,strong
K_/vXKeNN+-5hSJd,84,strong
;hr>a/{o3&0A9'i5,84,strong
RTYirj0@C#IW}~8i`*ST,94,strong
:tfGd3n<*&YjJ1nX,84,strong
o%s;NlwHH7k+3)o,82,strong
D9&&!x[Dxm]Xq5VsG,86,strong
"l4uBzG@~{%qq8,04Z8_",92,strong
{dsM%{W~$].|QLDR1,86,strong
&RqghX7<r<Y'8HS6],86,strong
e$[_&Di~|;[*(O:S%,78,strong
i.>a`;l_ffpa].nFXzft,86,strong
b~5=4@37Yy4P,74,strong
KVX4t_s.[tHAgc4L,84,strong
HoMjd]5{_apn6r!EDS,69,medium
$c!q:B?7=oUPe%JUGH,89,strong
3ox)MCYUp\Y\S^vom,66,medium
5Gigv@_uT`G;tsra,84,strong
"d]db,u2mlWXSf274",84,strong
#Sw/r(@n@h\Kc^Nq1pu,92,strong
bqR.xcO5=?b1>0,79,strong
"><+7JIq!Vs0#}e,x",84,strong
Z]UNpm'0;ACxs17,82,strong
":pb&a,c/]7L^}s",79,strong
nx^{8g{/pj8Can],82,strong
uG$%XR^v*7_dt,76,strong
;3f~P2^@/pL_tr,79,strong
O1v0kW%@aQj:$ey,82,strong
?Y-QbUqSbmT#Xli:f,78,strong
"7+gSrFIU/y2,AkEUgn^O",94,strong
T_oX81jGvL<<agSIaoWf,94,strong
x!0F}][Yqz]h<jS+ozn,92,strong
%RnTEm|;xV(i,66,medium
))3)NFIhy_-%zP0,82,strong
^MxYB+Svqvnrr,68,medium
ZBz5y4Jxl6-/]Z'8,84,strong
u$f\:$m.rwVNqWB(,76,strong
q5K_xyLdeGV_2DaZ{Sd,92,strong
"za$=>+:N#mi-(gH,+#u",84,strong
SA|m_vx^+s]V,66,medium
N2!zUMaeFhVVc5M40,86,strong
?hPn#]DNvG'K^-,71,strong
87O+X`sI>@;],74,strong
hG^j:Ya_7Ik_T,76,strong
xSD;yCX8[Nk=9=,79,strong
a:Wb7_3|T_0{$,76,strong
8xdk<nq5yMkH?\u,82,strong
-|%3l[#f'CnO:g,79,strong
el8j-^a]h:>J8[?u\,86,strong
~HkE$Uu'+^zFv1@@,84,strong
4p@LWld%U5;>Vvd,82,strong
",8ITnL`*ZPZc|ST?CHnj",94,strong
9`a\46=C4kV0d,76,strong
Bkgg]sH'cgQ{Oa\j:$b,84,strong
COBsxVB2IFRXsc}l.-,89,strong
"6H*JK,6tH-f)B.(u",84,strong
N_nUI'VsE75@,74,strong
WluE%:R5CX9H@?l2$c/Q,94,strong
Upk7~0.-Gb%nTG'q,84,strong
}&d8\N{zD.}/U9,79,strong
TOr~}~L?4W5VA,76,strong
%B<;y|`S|KT:Jlr6Q,86,strong
DA4*g<>l~R9mC`o&,84,strong
45LN{90NgUy.,74,strong
b>dmlfLX~kq!B,68,medium
A}tQcG6/Tkq?MaUi-=cg,94,strong
ZCLWJ%Xq4V~f,74,strong
"1_17Pad;u\!-!,v#_0",89,strong
"G2ZP,Ul78k$[",74,strong
|O^fkADwP$W5KJH<,84,strong
`&@4\4vt;%aAu1LE,84,strong
"b6,Rc_$`13J*ZG{N",84,strong
vg4~N60)#9-&SK$,82,strong
mn;;v)SoOh3HQCE1b,86,strong
"_WatvDJX,?WDw-",71,strong
z*AIk;!WK&5N|9,79,strong
)OyfL!|wlIW6kDZ,82,strong
"Y#CPz|jK(,YyGe>}TS3+",94,strong
"=sYBb1R?a6?0?,^&L@t",92,strong
BV&.t1:C*nGKzG9,82,strong
"#z]A94rWn(?UK2EnlQ,",92,strong
~i3LzmP6C8S1?'*,82,strong
IZRa24]0W=F{%Zaizg,89,strong
7X(x<2k2@'x^j,76,strong
<z#N*JQQ(2)QF,76,strong
f0ftm2tOS+FH,74,strong
/d@/P~`U]?p^kJ7#AuI,92,strong
"),u9'Z^tcE(xP6Ed9/9",92,strong
`k:q@t;xDyd/.?:G}T>:,86,strong
Hvz&T<>?O}2|)YYVsm,89,strong
4'naVdX8;0+OfA]O8,86,strong
"=b}7hB[HAd;,nz/",82,strong
'?]Y}6fJ5-s0,74,strong
4Y~b*y!K*\+CNpiHr!,89,strong
&Bb)g`Hej%thqD<i;r4V,94,strong
=kjn!q`bT~`3|$?_a,86,strong
Cp5Wng<?46vRp3,79,strong
.{HIeu98~muHY%?$,84,strong
1Al8/ISW4y?zr,76,strong
KFRl25z0a75m<m7hKj,89,strong
fQ4q3[r<2@[zc,76,strong
W<K`Y*[Y\G#4-T,71,strong
:63|iOw[1$*p2G_oBIS,92,strong
-J!XH1>K-4.}`rN,82,strong
D-?Ap-vwf+=KU2!t`,86,strong
$taG/-H6t!s7n\u4:2YE,94,strong
g#Kyd>k'c7!uuC.4^O5,92,strong
U;D\n={jMsSh!]B\On{6,94,strong
[OWOA=JmM?Y2fyx-T[?,92,strong
sZCs|*0fg0$TYAN_]'3,92,strong
vnI|C&\\A:9zK,76,strong
a*AHyV|A:Of&+{.{RK,81,strong
KY^G<%Gr+6'XhU,79,strong
wB|M}G=yr{-i},68,medium
dS]3]/%7>iEqd)0s7ig,92,strong
8DzDDnWUjGxzgsX?Eu,89,strong
}*uC@{`Rln|bhRhG,76,strong
YM{ViaJ0H6*H_${3,84,strong
?8sI-~l~I2NL.,76,strong
(5=S!5*s0INmd;K#Io,89,strong
~uhD'+:wz<:OdZVp;0}:,94,strong
"&D7aQ9,]XJly",74,strong
jY}}m_Od`1\frU7FXbp,92,strong
'_q]`4jC[4;VET}t]]v<,94,strong
e!lJZlm#hk6TBt|;V(g^,94,strong
"/zuE_,gL']j/>",68,medium
xNfJqO>p+%}:,66,medium
ag&>x&JO>R{e;,68,medium
p$t7Wv)=soTZ|E,79,strong
"V\ZirtIkN,#TrrhHs",78,strong
Uz$W(5ix~`/?$XDW,84,strong
oVx8^X#TG[_]D:R6ykUX,94,strong
"Y+9|yBk!CYr,AGh2t",86,strong
"9ahdXoP?VAyf#}sC,uG",92,strong
C:48}s`E7.{r3M,79,strong
M/6F2HoxG~VSWJxD,84,strong
nH&$1+%K^C|*4W,79,strong
Y__!4/cW2`=`g,76,strong
)L*eH}#^}8qGU/MG,84,strong
<tFQ-)@X;cF&,66,medium
~Gwi2npIvm0mx{/4EZ,89,strong
[Im;l$iQ3U9I,74,strong
"&R4cITuT,oh}6{^?!",86,strong
wM>c=v&g\OEHtN7t`n,89,strong
</DNJ9dgmAS8qXb{_)3,92,strong
nWYIsJ_+?D2u\Z`=,84,strong
e\FD9^fhS0/muuitEU'm,94,strong
T&6OYv!)^P^];w,79,strong
j7JQ:BOWMi('*b?|&,86,strong
KBNikcn<P/CB(7T,82,strong
5769DqtuDpDh}9{D/,86,strong
asV9oAFCbBk)%^TDb,86,strong
>ll1xY`m(]n^w,76,strong
"?,wDs~|AM2K4T",76,strong
cU/el\;L}Sfa<*J,74,strong
;w<jFTR>z3CV,74,strong
N:T6f+}pd^G01qm>,84,strong
rBQQCR:HO`.B~hPC-B,81,strong
]i$%W4*{mDo8z`\Hz,86,strong
n?BSTm[so`;5Si/Ey,86,strong
-%'*Rrj(Y_ydZ,68,medium
"(12BI!~.RG<wPKa,7",86,strong
"d7.W|'lFCC$,d",76,strong
gI(4X0ER$e^NL?d!4Nx,92,strong
TRqGM*YbNL5Z]YY,82,strong
DHt?yd6L70tk8@uy,84,strong
n0>M9]W]q9ki<,76,strong
g$A]vX@[<WX(XZsfPqgl,86,strong
o(\69g:nY_<)]~g,82,strong
fa!91:IVH<mgi9M,82,strong
"8^}xw}0VAAD0},1X`'>Q",94,strong
*?xoU7c'>sCE~`'Kx,86,strong
"aAw^`E/,&-s:R3XHqiqs",94,strong
GX)r<X+G8'N(lh+,82,strong
"0dqYbL'oE]_l2,j",82,strong
F;e6B'$Y3E:$J)~d{2,89,strong
C!0Cf=Ar2?X;l~,79,strong
erf73P\6OfqFoA,79,strong
l7|5b%#:Q113h0,79,strong
fVQtrc%Q\~MT82:T.9,89,strong
=w\%#9B4r@ZzE7JY.t,89,strong
7Kp(8RDZ}o9N.iO#`A},92,strong
c{ymus`~GQTF,66,medium
L7{2:Ts[GpN<91x,82,strong
-Q+J-zNyxCm$>),71,strong
@Izymm]$ky!jg#*d,76,strong
\G8lhz$eA]69`.7vr2,89,strong
T7R^rlR82x*`jN]930>O,94,strong
-):_jmKplHHo%,68,medium
2.)|(RP4<IIKTPT3Zp,89,strong
"eQ[(G::AZ1x%!,",79,strong
$NV_{Ib:L[agy)JQ32*I,94,strong
"b+}CLl:Bbs\}dz,fU",78,strong
9yqcPnQWdkRUKE$S>g,89,strong
I8<P\\;_\4DN,66,medium
d7_2P$N9V>MS~5PfTEuX,94,strong
.@5YZ6D?Bf=4*P%,82,strong
i52-RJKD}wHs,74,strong
